name,latitude,longitude,district,pedestrian_traffic_estimate,metro_passenger_flow,distance_to_metro,public_transport_stops_count,cafes_300m,cafes_1km,average_competitor_rating,population_density,median_income,office_density,average_rent_m2,available_commercial_spaces,rating
InCrosta,55.801293,37.6365614,Moscow,393,94000,3039.5324049680607,85,1,15,,9083,88210,19,1950,9,3.6
Вечерние огни,55.8592896,37.6597671,Moscow,1474,94000,9266.168009126684,85,1,5,,13125,109712,47,1950,0,3.7
Пронто,55.8598625,37.6591052,Moscow,528,94000,9328.61047227312,85,1,4,,10696,87657,34,2300,6,4.7
Balabowl,55.7009182,37.6218261,Moscow,799,62000,3477.3493910021357,85,7,62,,13135,64596,27,2000,7,3.8
Шоколадница,55.9101521,37.5425108,Moscow,1475,71000,15030.701394845217,85,3,3,,10944,95905,26,2000,7,4.1
Вкусный мир,55.8569981,37.5831294,Moscow,1018,54000,8752.746459417427,85,2,4,,10884,93377,28,2300,12,3.8
Coffee Bean,55.8605851,37.6029974,Moscow,556,54000,9072.063171957961,85,2,10,,13135,118476,10,3500,10,3.6
Unknown,55.7446648,37.6109085,Moscow,918,89000,1408.133585943069,85,4,82,,13470,95577,11,2300,7,4.1
Chokolat,55.6668776,37.5518362,Moscow,1004,79000,8615.187496900526,85,2,20,,11894,110705,14,2400,12,3.7
Трактир,55.7860469,37.8781208,Moscow,1427,94000,13996.677493210136,85,3,10,,13285,76456,10,1950,4,3.9
Prime,55.6970753,37.6256623,Moscow,1454,62000,3838.5229598019855,85,6,32,,13644,62149,11,2100,11,3.7
Зерно,55.8991472,37.424605,Moscow,857,71000,16838.295373355333,85,2,6,,10724,79371,38,3500,0,3.9
Удон-сан,55.7805622,37.6080726,Moscow,1266,54000,417.584521038284,85,7,173,,8527,73369,48,1900,2,4.3
Unknown,55.7854655,37.7061251,Moscow,1272,94000,3365.7427183529876,85,10,54,,8304,116070,45,1700,8,3.8
Кедр,55.6800509,37.6406928,Moscow,407,62000,5670.003742188386,85,2,4,,6706,111915,16,2100,13,3.6
Prime,55.7718112,37.6489648,Moscow,1457,94000,599.5157085365339,85,17,104,,12584,95993,37,2000,1,3.6
Венская кофейня,55.7717541,37.6488127,Moscow,613,94000,610.447401745808,85,17,104,,13804,127847,25,2000,6,3.8
Unknown,55.7804433,37.6383978,Moscow,1478,94000,1149.7964994675979,85,4,48,,12673,116987,41,1700,5,3.9
Спектр,55.7226569,37.5618782,Moscow,1307,79000,2381.278958770626,85,7,33,,8481,106570,16,2100,11,4.6
А. Ф. Кони,55.7697611,37.6553654,Moscow,443,94000,694.1103609114289,85,9,109,,7811,104123,38,2400,9,4.1
Кофейная Кантата,55.54796,37.5424666,Moscow,709,62000,21200.15918603835,85,1,11,,8923,78098,42,2300,8,3.5
Lilian's,55.7959736,37.489596,Moscow,603,71000,6268.10522041535,85,6,24,,9657,124437,35,1900,2,4.0
Грабли,55.7663808,37.6036411,Moscow,657,77000,212.9524873326734,85,14,150,,5251,88431,15,2100,0,3.8
Фаворит,55.772544,37.6278224,Moscow,585,77000,1602.1652168475252,85,7,123,,6556,128058,34,1800,9,4.3
Unknown,55.7889772,37.7086401,Moscow,209,94000,3651.2940612313146,85,2,56,,9079,99416,15,2300,8,4.6
Китайское барбекю 1314,55.7120797,37.6261392,Moscow,810,62000,2211.060369660265,85,5,63,,8007,124843,10,1800,2,4.2
У Мангала,55.7896498,37.4999666,Moscow,1241,71000,5439.41884208691,85,0,17,,6306,66886,44,1950,4,4.1
Пепела,55.5342247,37.5297277,Moscow,1036,62000,22893.031624617808,85,1,1,,9072,106148,46,1900,11,3.8
Столовая,55.887745,37.59735,Moscow,1048,54000,12095.378436066041,85,2,14,,8512,82915,40,3500,7,4.0
Улей,55.7061596,37.5214575,Moscow,1321,79000,5013.897297270575,85,1,19,,6668,78234,23,3500,1,4.8
La Pausa,55.6301938,37.6242546,Moscow,765,62000,11237.581460152194,85,0,5,,6200,65978,21,1900,5,4.8
Кулинарное чтиво,55.8165449,37.6376958,Moscow,525,94000,4636.32166053308,85,0,18,,5345,111391,38,1800,12,4.3
Jeans Cafe,55.9088765,37.5398906,Moscow,1410,71000,14920.33510176765,85,2,3,,6806,123832,42,2300,12,4.7
Му-Му,55.7293121,37.6226498,Moscow,208,62000,917.9006010688688,85,21,109,,7324,107631,15,3500,5,3.7
Маяк,55.8126774,37.6272716,Moscow,537,54000,4064.300319933767,85,2,18,,10093,107775,25,2400,14,4.7
Kalabasa,55.7625311,37.6797727,Moscow,515,68000,1494.6231588351493,85,5,41,,10879,120889,40,2100,11,4.4
Папа Джонс,55.6762018,37.5195059,Moscow,1340,79000,8059.5361234255815,85,0,20,,11368,96742,20,2400,11,4.7
Шоколадница,55.7944736,37.5839068,Moscow,920,71000,1942.9844084364258,85,10,76,,8326,125838,19,1700,1,4.8
Станция,55.751707,37.8584224,Moscow,229,68000,12555.043329292146,85,19,54,,6895,81544,45,1950,4,4.4
Лето,55.744112,37.5616329,Moscow,1155,79000,211.1164153791757,85,14,35,,8646,90234,49,2400,13,3.6
Unknown,55.908211,37.7442976,Moscow,1216,94000,15722.820961544829,85,1,2,,7376,61307,22,2300,3,4.1
Unknown,55.7275758,37.6936064,Moscow,1375,62000,3564.7611225709597,85,0,10,,14768,82579,39,2400,2,4.7
Вояж,55.8352637,37.4467098,Moscow,1038,71000,10750.75021416543,85,0,11,,11961,93779,16,1800,13,4.7
Вельвет,55.9075588,37.8670373,Moscow,704,94000,19729.404842021442,85,2,4,,6942,125438,47,2300,2,4.4
Замок,55.6971691,37.9010275,Moscow,1207,68000,16608.53768408826,85,0,5,,13866,95805,43,1800,7,4.0
Unknown,55.9090991,37.8658729,Moscow,967,94000,19808.16455357594,85,3,4,,14353,105198,30,2000,1,4.5
Unknown,55.6986836,37.8457898,Moscow,211,68000,13428.20870277798,85,1,6,,11773,108138,20,2400,11,4.1
Зерно,55.7051762,37.3573754,Moscow,893,79000,13699.778986378922,85,1,8,,11190,90260,10,2000,11,4.2
Кафе-бар,55.894668,37.6128955,Moscow,1180,54000,12879.675647843163,85,1,10,,12164,69551,34,1900,7,3.8
Волконский,55.771521,37.6322476,Moscow,1228,94000,1507.6405318379839,85,17,138,,12999,60904,13,1950,2,4.6
"Кафе-столовая ""Уголок""",55.7674395,37.8388951,Moscow,1024,68000,11376.434506111229,85,0,9,,14026,121780,44,2400,2,3.5
У Джонни,55.8009586,37.7814529,Moscow,223,94000,8378.720146789748,85,0,9,,8224,110129,49,1900,1,3.7
Триумф,55.7887007,37.592714,Moscow,405,54000,1225.0099667770655,85,5,148,,10133,83868,15,2100,2,3.7
Домашняя кухня,55.8002716,37.7985971,Moscow,1309,94000,9374.565786705945,85,3,19,,11153,115062,34,2000,1,4.2
Шоколадница,55.7634787,37.6359136,Moscow,1031,85000,960.2503524456662,85,34,220,,5751,113641,17,1700,4,3.9
Unknown,55.8160706,37.8440606,Moscow,757,94000,12629.703614255352,85,2,3,,8495,63048,31,2100,11,3.5
Погребок,55.7617805,37.6341871,Moscow,360,85000,757.6068142579909,85,35,224,,13301,86110,15,1900,11,3.6
Хинкальная,55.644078,37.5085108,Moscow,770,79000,11661.194784553109,85,0,18,,7463,61318,40,1950,10,4.7
Кофе Хауз,55.6921481,37.8970327,Moscow,1300,68000,16615.113689673155,85,1,11,,6395,119908,29,1900,14,4.0
Unknown,55.6825001,37.6605306,Moscow,632,62000,5590.8051691727105,85,2,19,,6617,127793,12,2000,12,3.7
Важная Персона,55.798376,37.5809784,Moscow,1086,71000,2384.398142846505,85,13,95,,9068,70376,27,2300,6,4.7
Столовая,55.7920128,37.7084491,Moscow,1470,94000,3786.712306077362,85,5,43,,10895,60461,46,1900,10,4.3
Кафе на Басманной,55.7689427,37.6687105,Moscow,1028,94000,1162.392611655055,85,7,120,,12734,106861,40,2300,7,4.6
Хомяк,55.790153,37.7897106,Moscow,1320,94000,8568.934119600886,85,1,19,,6150,64612,33,2300,3,4.3
БлинБери,55.7647342,37.6396849,Moscow,247,85000,1160.3889904669304,85,14,203,,5580,107611,31,2000,5,4.6
Stars Coffee,55.7795288,37.6021306,Moscow,473,54000,59.364338511848004,85,37,191,,5381,122019,37,2000,4,4.3
Stars Coffee,55.773752,37.6037014,Moscow,486,54000,593.1723395859717,85,14,186,,14100,123463,37,1700,10,3.6
Шоколадница,55.7795397,37.6667934,Moscow,1120,94000,835.973111139047,85,6,76,,6826,118238,13,3500,13,4.7
Тбилисо,55.7682737,37.6793515,Moscow,1373,94000,1748.674301855672,85,12,85,,13824,99814,43,2400,14,4.5
Наше кафе,55.7400885,37.7838962,Moscow,344,68000,8100.306674617084,85,1,7,,14452,114826,23,1700,12,3.8
Сахар,55.7412594,37.5090825,Moscow,221,79000,3513.278533779009,85,8,42,,5206,117195,49,1900,10,4.3
Шоколадница,55.7525371,37.6035518,Moscow,976,89000,923.5756382772954,85,15,123,,14133,84198,47,2300,1,4.5
Prime,55.7286119,37.6450227,Moscow,724,62000,568.1973547457565,85,15,91,,10672,91153,43,2000,4,4.6
Кафе,55.8109425,37.8064447,Moscow,1385,94000,10233.312379137327,85,2,21,,11590,67633,39,2000,4,4.5
Unknown,55.7000972,37.5184779,Moscow,613,79000,5685.074473459046,85,0,21,,14944,111539,15,3500,3,3.9
Iskra,55.805648,37.5843231,Moscow,267,54000,3162.468082424844,85,28,76,,5746,121675,38,2100,8,4.0
Unknown,55.6983893,37.5236666,Moscow,855,79000,5694.098302625812,85,0,28,,6195,72969,16,2400,3,4.0
Кофейная кантата,55.659242,37.4307467,Moscow,414,79000,12632.814616675878,85,0,8,,13755,70311,34,1900,3,3.9
Кофейная кантата,55.7410443,37.4154144,Moscow,509,79000,9368.783288354398,85,1,18,,13951,87248,47,1900,9,4.4
Столовая №8,55.7833891,37.7339971,Moscow,325,94000,5007.819715260638,85,0,25,,8956,86744,11,2300,2,4.1
Му-Му,55.7482253,37.5838337,Moscow,1247,79000,1268.9342353736683,85,17,68,,13468,116746,42,1950,8,4.1
Кафе-столовая,55.8099943,37.5090412,Moscow,875,71000,5951.176976511791,85,5,54,,5724,127875,49,2000,1,4.0
Чебуречная,55.7909318,37.7486205,Moscow,1480,94000,6084.750977936114,85,5,17,,8822,80624,46,2100,8,4.4
Шоколадница,55.8221332,37.4974241,Moscow,1111,71000,7380.137681952269,85,14,22,,9236,128178,16,2300,5,3.6
Unknown,55.7864521,37.7352912,Moscow,905,94000,5153.448566287901,85,0,29,,12205,80904,39,2400,13,3.7
Costa,55.7452425,37.7061923,Moscow,725,68000,3287.020994199515,85,2,36,,5196,78735,36,2400,9,4.1
Шоколадница,55.6939855,37.533403,Moscow,380,79000,5902.959523045164,85,10,29,,5170,122582,16,1950,5,3.6
Buy The Way,55.7733053,37.4854146,Moscow,1369,79000,5950.901476749757,85,0,9,,14243,62385,34,1900,1,4.0
Кофе Порт,55.7964748,37.599163,Moscow,450,54000,1951.1876744232495,85,1,59,,14838,67917,29,1950,3,4.5
Prime,55.7961005,37.6001505,Moscow,617,54000,1905.0014778679852,85,1,51,,8389,126680,18,3500,11,3.8
Оранжерея,55.7426745,37.5026595,Moscow,1128,79000,3904.782905675783,85,19,46,,9071,64384,21,2400,3,4.8
Тушинский дворик,55.8265104,37.4456867,Moscow,1190,71000,10248.52845042488,85,5,11,,12556,85232,14,2400,14,3.6
Кофишенская,55.6184757,37.6822139,Moscow,214,62000,12829.285923048594,85,0,5,,10673,78314,32,3500,5,4.2
Елисей-1,55.715402,37.6327473,Moscow,877,62000,1754.7462532572704,85,0,58,,14187,102774,19,3500,12,4.7
RollOff,55.7014084,37.8832837,Moscow,214,68000,15400.977060378327,85,2,5,,11195,97018,38,2300,12,4.2
Кулинарная лавка братьев Караваевых,55.7356765,37.5870084,Moscow,531,79000,1659.691388567843,85,20,55,,11390,69669,26,3500,13,3.7
Чинар,55.7939405,37.5790542,Moscow,656,71000,1908.911001748957,85,6,77,,12419,89478,43,2300,3,4.7
Пронто,55.7202169,37.8220026,Moscow,662,68000,11051.191478395052,85,1,4,,7448,116743,21,1800,12,3.9
Пена,55.7932041,37.8076166,Moscow,1095,94000,9732.297412763573,85,4,21,,11813,101873,32,1950,3,4.3
Рюмка,55.8880917,37.6626044,Moscow,1240,94000,12473.071911605291,85,1,6,,5362,77983,49,1900,9,4.3
Рома,55.8862619,37.6574175,Moscow,916,94000,12261.493387009867,85,0,6,,12361,124867,24,1950,0,4.2
9barcoffee,55.8103468,37.5065686,Moscow,1229,71000,6097.363555872556,85,2,47,,6014,121073,26,2100,11,4.1
Сандал,55.7668802,37.632799,Moscow,625,85000,1321.0778204835758,85,13,182,,10611,115303,39,2300,11,4.4
Coffee Bean,55.7787524,37.6005056,Moscow,1134,54000,97.42309297948294,85,32,205,,10904,97368,18,1800,9,4.7
Шоколадница,55.7708113,37.6206762,Moscow,1249,77000,1122.6475960914916,85,28,134,,8577,104983,26,1900,1,4.1
Пипл & паста,55.7729906,37.6207757,Moscow,845,77000,1282.0514336914543,85,25,126,,12337,90598,17,3500,6,4.7
Бульвар,55.8023549,37.7920326,Moscow,907,94000,9054.39040022977,85,0,19,,8221,84554,19,2400,12,4.4
Цезарь,55.5831193,37.6627423,Moscow,206,62000,16522.683241531813,85,1,3,,5305,118164,36,1800,10,4.3
Чайная высота,55.7603649,37.6112873,Moscow,703,89000,476.3801332702358,85,19,163,,8067,128081,32,1800,11,4.2
Маренго,55.8045534,37.6459064,Moscow,741,94000,3225.4880908738833,85,3,19,,10415,111369,11,1800,10,3.9
Буфет,55.8038718,37.6480841,Moscow,1000,94000,3129.2161716311994,85,1,14,,13604,98520,12,2000,6,4.6
Флорентино,55.6815101,37.4152431,Moscow,1374,79000,11674.051700615524,85,1,3,,8875,106537,29,2000,4,4.6
Блеск,55.7124036,37.4153865,Moscow,573,79000,10005.340578913152,85,0,7,,8932,70017,13,3500,8,3.8
Ёрш,55.662844,37.7605382,Moscow,1381,62000,10833.675528418975,85,1,12,,13126,70924,22,1800,7,4.8
Unknown,55.6548062,37.7395668,Moscow,1469,62000,10634.930597425804,85,0,19,,7263,84000,36,1700,10,4.7
Линдфорс,55.8031929,37.6316147,Moscow,1174,54000,3265.630689630289,85,0,19,,11039,110825,28,1800,1,4.2
Чайная высота,55.7599555,37.6479801,Moscow,347,68000,707.8348814886764,85,30,211,,6210,113217,24,2300,14,4.0
Кулинарная лавка братьев Караваевых,55.7536975,37.6373394,Moscow,1334,85000,307.7447258133506,85,22,148,,14639,129401,11,2400,10,4.7
Шоколадница,55.7523348,37.819518,Moscow,323,68000,10120.058804709672,85,6,7,,14786,117791,36,3500,10,4.3
Black Milk,55.7621117,37.642506,Moscow,1156,85000,989.4878800297108,85,9,214,,8874,102528,47,3500,3,3.7
Offer,55.769613,37.6448871,Moscow,747,94000,951.0260632026507,85,14,132,,12252,128740,38,1700,1,4.7
Кулинариум,55.7081479,37.6553057,Moscow,465,62000,2787.7043964779787,85,25,40,,14025,121512,46,1800,10,3.5
Maximus,55.6316931,37.4826248,Moscow,1153,79000,13513.292132399021,85,1,4,,13948,65701,21,2300,5,3.5
Unknown,55.5617548,37.8380106,Moscow,1184,62000,22654.92315937723,85,0,2,,8335,115990,11,2100,7,4.6
Две печеньки,55.7905666,37.7778068,Moscow,211,94000,7847.78946682221,85,2,13,,6210,67024,43,2000,9,4.2
Unknown,55.6445021,37.8212318,Moscow,1039,62000,15028.640462549933,85,0,0,,5700,122525,22,2400,10,4.7
Unknown,55.5889976,37.7543885,Moscow,853,62000,17422.38277238635,85,0,4,,11662,125056,43,1900,5,4.6
Баловень,55.7302962,37.6325579,Moscow,1099,62000,288.9295919605846,85,15,132,,11344,114612,46,2000,1,3.6
Шоколадница,55.7363186,37.5907705,Moscow,541,79000,1825.322271981471,85,20,58,,12538,115004,11,2100,10,4.5
Шоколадница,55.7600899,37.5847296,Moscow,631,72000,1399.9405614020366,85,4,71,,11193,74476,13,1800,7,3.9
Unknown,55.7243088,37.6369747,Moscow,1246,62000,744.0291797352806,85,3,108,,7909,101502,48,1700,7,4.1
Stars Coffee,55.7301244,37.6361691,Moscow,460,62000,110.39004481159279,85,23,128,,12170,60717,23,1900,7,3.9
Шоколадница,55.8073104,37.5806818,Moscow,836,71000,3376.7399645232895,85,20,70,,12995,83143,10,2000,7,4.5
Тарелка,55.7969836,37.5807169,Moscow,822,71000,2231.535510238333,85,11,82,,7021,73196,24,2300,13,4.0
Хинкальная,55.7869404,37.5609673,Moscow,737,71000,1815.4880156506406,85,4,40,,5384,61573,23,2100,7,4.1
Шоколадница,55.8880532,37.6624163,Moscow,411,94000,12468.352157760248,85,1,6,,7286,83277,23,2300,1,4.6
Unknown,55.8808825,37.7111083,Moscow,1048,94000,12177.49480477909,85,3,6,,7474,89655,17,2300,10,3.7
Мозаика,55.6664395,37.8792749,Moscow,1052,62000,16793.452758692245,85,1,6,,14022,111154,45,2100,5,4.4
Родничок,55.6665117,37.8809093,Moscow,935,62000,16882.672654339905,85,1,6,,6296,122197,47,2300,0,4.4
Манки,55.7747398,37.6679884,Moscow,421,94000,824.2970231299796,85,9,114,,10680,103705,13,1700,9,4.2
Даблби,55.7615427,37.631564,Moscow,1340,85000,733.0420771215196,85,32,208,,6581,82841,19,3500,3,4.6
StarHit,55.7211045,37.6104661,Moscow,1428,62000,1992.8459970552278,85,18,57,,9756,108894,26,1700,6,4.5
Unknown,55.8256475,37.5934263,Moscow,820,54000,5214.568487273241,85,1,5,,9930,61659,15,2400,12,3.8
Университет,55.7057663,37.5109187,Moscow,1349,79000,5435.411312539411,85,4,22,,9729,84559,23,1950,13,4.6
Кофе Хауз,55.7458923,37.549262,Moscow,689,79000,1007.2510405759028,85,4,68,,11910,127449,48,1800,14,3.6
Столовая,55.801124,37.695897,Moscow,207,94000,3787.084420428913,85,0,13,,6247,76883,12,3500,5,4.7
Циферблат,55.7632797,37.6079595,Moscow,835,72000,146.43090131588238,85,11,149,,12478,75074,34,2400,10,4.6
"Чебуречная ""СССР""",55.7641969,37.6026665,Moscow,369,72000,209.6847218271029,85,14,157,,13055,117542,31,1800,9,3.6
Шоколадница,55.6786728,37.5644057,Moscow,245,79000,7264.1486111962895,85,9,26,,5120,82049,32,1900,13,4.1
Халяль,55.8293736,37.3707313,Moscow,957,71000,14545.124654525427,85,0,13,,10165,123879,43,2400,8,4.0
Столовая,55.7238071,37.6538897,Moscow,284,62000,1325.968855986574,85,8,40,,9996,71194,45,1800,10,4.1
Южный Дворик,55.661895,37.9037493,Moscow,253,62000,18397.877469904608,85,0,2,,10915,73978,39,1800,2,4.2
Breakfast,55.7579096,37.5973729,Moscow,604,72000,865.9964357293594,85,14,133,,14709,113486,23,2000,6,4.2
Unknown,55.5922973,37.674505,Moscow,1435,62000,15601.406783445871,85,0,1,,10091,89631,44,1800,3,3.6
Шоколадница,55.6890358,37.5457923,Moscow,401,79000,6229.024290908784,85,1,31,,14824,117339,10,2100,6,4.1
Никольское,55.7512748,37.8887884,Moscow,479,68000,14455.467389726315,85,5,15,,11145,118937,19,2100,3,4.8
Ulitka bar,55.7535816,37.8578526,Moscow,799,68000,12511.060988215797,85,16,52,,11201,78152,26,1800,6,4.6
Шоколадница,55.7802125,37.5785878,Moscow,1259,71000,492.08932578181316,85,11,139,,10660,85941,40,2000,12,3.6
Томи,55.8044752,37.565006,Moscow,1245,71000,3277.7471630591667,85,1,24,,11529,80547,15,1700,11,4.6
Rock House,55.7910458,37.7494062,Moscow,778,94000,6135.4651280826665,85,4,16,,6663,110291,12,2100,10,3.5
Сладкая Жизнь,55.65938,37.8631266,Moscow,1304,62000,16255.52116509382,85,0,7,,11257,111099,42,2300,10,4.5
Prime,55.7239764,37.651,Moscow,351,62000,1174.0704610688404,85,9,49,,8272,87178,48,2400,2,4.4
Петровское,55.5964572,37.8859623,Moscow,468,62000,21624.881656200803,85,0,0,,11573,102180,20,2100,2,4.6
Феина.ru,55.8454339,37.5760317,Moscow,994,54000,7563.202825656637,85,8,17,,14226,106261,16,2300,3,4.6
Кулинарная лавка братьев Караваевых,55.7428182,37.6002715,Moscow,443,89000,1858.928720986188,85,6,87,,5284,92761,21,1900,10,4.1
Кофе с собой,55.6916755,37.5750002,Moscow,822,62000,5848.479648311201,85,3,21,,14729,103440,32,1800,9,3.8
ГончаровЪ,55.7975961,37.5688742,Moscow,826,71000,2477.7509109927682,85,0,47,,5517,111628,22,2100,3,4.2
Кофе Хауз,55.6640185,37.4822836,Moscow,335,79000,10293.400983617388,85,4,8,,10103,126953,22,2400,5,3.7
Unknown,55.8199516,37.8801571,Moscow,360,94000,14897.66318558051,85,0,0,,7390,88266,23,2000,4,3.7
MFCafe,55.7717696,37.6484513,Moscow,460,94000,623.719294794438,85,18,103,,12104,62152,42,1900,12,4.4
Панорама парк,55.800505,37.5861582,Moscow,635,54000,2588.2283825051863,85,5,100,,9609,83142,23,1950,6,3.9
Кондитерская Олега Ильина,55.6716044,37.5179708,Moscow,405,79000,8572.261508385329,85,2,17,,13830,67791,44,1800,5,3.8
Unknown,55.7932417,37.5897431,Moscow,1188,54000,1759.2839659858578,85,7,79,,11872,86194,42,1900,12,4.4
Кофеин,55.6256162,37.7599365,Moscow,456,62000,14025.772235151506,85,0,2,,7099,105338,17,1900,3,4.8
Кофеин,55.8092662,37.4646415,Moscow,228,71000,8279.121091911644,85,5,11,,10083,103878,47,1800,5,3.6
Рэдимэйд,55.6968499,37.5619461,Moscow,1137,79000,5246.339387269826,85,3,18,,10768,104833,25,2100,11,4.3
Булка,55.7595465,37.6463758,Moscow,540,68000,780.4769326055379,85,28,216,,10926,127463,31,2100,12,3.6
Cezve Coffee,55.7341268,37.6054914,Moscow,288,62000,2003.1272469284047,85,4,70,,5126,100869,10,1950,5,3.8
Prime,55.7619735,37.622799,Moscow,576,89000,697.705106914908,85,23,182,,10921,95136,26,2300,0,4.7
Cafe Garage,55.7279467,37.6019626,Moscow,1162,62000,2219.9464410225173,85,2,52,,7807,77066,33,1950,2,3.9
Бейрут,55.7642666,37.6531341,Moscow,955,68000,863.4560435279803,85,12,160,,10788,90052,34,2300,2,4.2
Ess-Thetik,55.7623314,37.5955384,Moscow,539,72000,680.2684357494398,85,14,123,,7898,115154,22,2100,0,4.3
